transaction_id,date,month,quarter,channel,campaign_objective,customer_segment,lifecycle_stage,device,geo_region,ad_budget_level,campaign_daily_spend_usd,cost_attributed_usd,landing_variant,cta_variant,lead_magnet,checkout_simplified,webinar_invited,webinar_attended,new_product_offer,lead_score,converted_to_sale,days_to_close,aov_usd,revenue_usd,gross_margin_pct,gross_profit_usd,contribution_profit_usd
TX-004681,2024-09-01,2024-09,2024Q3,TikTok Ads,evergreen,Creator,known_lead,mobile,ES,high,505.53,9.18,baseline,standard,0,0,0,0,0,47,0,,0.0,0.0,0.755,0.0,-9.18
TX-004682,2024-09-01,2024-09,2024Q3,Google Ads,launch,Creator,known_lead,desktop,CO,high,499.0,12.14,baseline,standard,0,0,0,0,0,43,0,,0.0,0.0,0.776,0.0,-12.14
TX-004683,2024-09-01,2024-09,2024Q3,Google Ads,nurture,B2B Services,new_visitor,mobile,ES,high,572.33,12.09,baseline,standard,0,0,0,0,0,45,0,,0.0,0.0,0.699,0.0,-12.09
TX-004684,2024-09-01,2024-09,2024Q3,Webinar,retargeting,B2B Services,known_lead,tablet,US Hispanic,organic_or_owned,47.98,5.91,baseline,standard,0,0,0,0,0,82,0,,0.0,0.0,0.686,0.0,-5.91
TX-004685,2024-09-01,2024-09,2024Q3,Google Ads,cold_acquisition,B2B Services,known_lead,mobile,MX,high,426.67,9.2,baseline,standard,0,0,0,0,0,49,0,,0.0,0.0,0.724,0.0,-9.2
TX-004686,2024-09-01,2024-09,2024Q3,SEO / Blog,retargeting,B2B Services,new_visitor,mobile,ES,organic_or_owned,0.0,1.94,baseline,standard,0,0,0,0,0,59,0,,0.0,0.0,0.745,0.0,-1.94
TX-004687,2024-09-01,2024-09,2024Q3,SEO / Blog,evergreen,B2B Services,new_visitor,mobile,AR,organic_or_owned,14.15,1.18,baseline,standard,0,0,0,0,0,55,0,,0.0,0.0,0.787,0.0,-1.18
TX-004688,2024-09-01,2024-09,2024Q3,SEO / Blog,retargeting,Ecommerce,known_lead,mobile,CO,organic_or_owned,30.73,1.57,baseline,standard,0,0,0,0,0,61,0,,0.0,0.0,0.749,0.0,-1.57
TX-004689,2024-09-01,2024-09,2024Q3,Facebook Ads,cold_acquisition,B2B Services,returning_customer,desktop,ES,high,641.21,20.83,baseline,standard,0,0,0,0,0,62,1,4,533.29,533.29,0.694,370.1,327.27
TX-004690,2024-09-01,2024-09,2024Q3,Google Ads,retargeting,Ecommerce,new_visitor,mobile,CL,high,527.21,15.7,baseline,standard,0,0,0,0,0,40,0,,0.0,0.0,0.764,0.0,-15.7
TX-004691,2024-09-01,2024-09,2024Q3,Facebook Ads,retargeting,Ecommerce,new_visitor,mobile,ES,high,596.48,12.49,baseline,standard,0,0,0,0,0,34,0,,0.0,0.0,0.722,0.0,-12.49
TX-004692,2024-09-01,2024-09,2024Q3,Email,nurture,Creator,known_lead,mobile,CO,organic_or_owned,25.13,0.73,baseline,standard,0,0,0,0,0,84,1,2,799.58,799.58,0.792,633.27,610.54
TX-004693,2024-09-02,2024-09,2024Q3,Afiliados,cold_acquisition,B2B Services,new_visitor,desktop,ES,organic_or_owned,0.0,7.45,baseline,standard,0,0,0,0,0,43,0,,0.0,0.0,0.633,0.0,-7.45
TX-004694,2024-09-02,2024-09,2024Q3,Email,nurture,Creator,returning_customer,desktop,AR,organic_or_owned,23.55,0.52,baseline,standard,0,0,0,0,0,67,0,,0.0,0.0,0.76,0.0,-0.52
TX-004695,2024-09-02,2024-09,2024Q3,Email,nurture,Creator,new_visitor,desktop,ES,organic_or_owned,0.0,0.81,baseline,standard,0,0,0,0,0,72,0,,0.0,0.0,0.785,0.0,-0.81
TX-004696,2024-09-02,2024-09,2024Q3,SEO / Blog,evergreen,SMB,returning_customer,desktop,ES,organic_or_owned,37.61,2.22,baseline,standard,0,0,0,0,0,75,1,11,487.53,487.53,0.759,370.04,345.82
TX-004697,2024-09-02,2024-09,2024Q3,SEO / Blog,evergreen,Ecommerce,returning_customer,desktop,CL,organic_or_owned,0.0,2.02,baseline,standard,0,0,0,0,0,88,0,,0.0,0.0,0.674,0.0,-2.02
TX-004698,2024-09-02,2024-09,2024Q3,Google Ads,evergreen,Creator,new_visitor,mobile,MX,high,539.97,13.91,baseline,standard,0,0,0,0,0,34,0,,0.0,0.0,0.696,0.0,-13.91
TX-004699,2024-09-02,2024-09,2024Q3,Facebook Ads,cold_acquisition,SMB,known_lead,desktop,ES,high,582.34,16.15,baseline,standard,0,0,0,0,0,40,0,,0.0,0.0,0.674,0.0,-16.15
TX-004700,2024-09-02,2024-09,2024Q3,TikTok Ads,cold_acquisition,SMB,new_visitor,desktop,CL,high,452.68,9.91,baseline,standard,0,0,0,0,0,17,0,,0.0,0.0,0.744,0.0,-9.91
TX-004701,2024-09-02,2024-09,2024Q3,TikTok Ads,evergreen,SMB,known_lead,desktop,AR,high,526.16,10.37,baseline,standard,0,0,0,0,0,56,0,,0.0,0.0,0.699,0.0,-10.37
TX-004702,2024-09-02,2024-09,2024Q3,Facebook Ads,launch,Creator,returning_customer,desktop,AR,high,700.56,18.55,baseline,standard,0,0,0,0,0,47,0,,0.0,0.0,0.667,0.0,-18.55
TX-004703,2024-09-02,2024-09,2024Q3,Webinar,nurture,Enterprise,new_visitor,desktop,ES,organic_or_owned,0.0,9.07,baseline,standard,0,0,0,0,0,67,0,,0.0,0.0,0.676,0.0,-9.07
TX-004704,2024-09-03,2024-09,2024Q3,Afiliados,evergreen,SMB,known_lead,desktop,ES,organic_or_owned,0.0,6.53,baseline,standard,0,0,0,0,0,70,0,,0.0,0.0,0.678,0.0,-6.53
TX-004705,2024-09-03,2024-09,2024Q3,Afiliados,evergreen,Ecommerce,known_lead,desktop,CO,organic_or_owned,0.0,7.08,baseline,standard,0,0,0,0,0,76,0,,0.0,0.0,0.782,0.0,-7.08
TX-004706,2024-09-03,2024-09,2024Q3,Afiliados,cold_acquisition,Ecommerce,known_lead,desktop,ES,organic_or_owned,25.1,7.14,baseline,standard,0,0,0,0,0,64,1,14,601.94,601.94,0.692,416.54,387.4
TX-004707,2024-09-03,2024-09,2024Q3,Webinar,launch,Enterprise,known_lead,mobile,US Hispanic,organic_or_owned,0.0,7.56,baseline,standard,0,0,0,0,0,78,0,,0.0,0.0,0.719,0.0,-7.56
TX-004708,2024-09-03,2024-09,2024Q3,Google Ads,launch,Enterprise,new_visitor,desktop,ES,high,378.02,13.87,baseline,standard,0,0,0,0,0,70,0,,0.0,0.0,0.702,0.0,-13.87
TX-004709,2024-09-03,2024-09,2024Q3,Google Ads,cold_acquisition,Creator,known_lead,desktop,AR,high,483.28,14.72,baseline,standard,0,0,0,0,0,58,0,,0.0,0.0,0.731,0.0,-14.72
TX-004710,2024-09-03,2024-09,2024Q3,Webinar,nurture,SMB,known_lead,desktop,CO,organic_or_owned,0.0,5.13,baseline,standard,0,0,0,0,0,91,1,6,754.3,754.3,0.667,503.12,475.99
TX-004711,2024-09-03,2024-09,2024Q3,Email,retargeting,SMB,returning_customer,desktop,ES,organic_or_owned,4.04,0.65,baseline,standard,0,0,0,0,0,65,0,,0.0,0.0,0.793,0.0,-0.65
TX-004712,2024-09-03,2024-09,2024Q3,Afiliados,evergreen,Creator,new_visitor,mobile,AR,organic_or_owned,0.0,8.01,baseline,standard,0,0,0,0,0,33,0,,0.0,0.0,0.711,0.0,-8.01
TX-004713,2024-09-03,2024-09,2024Q3,Facebook Ads,launch,B2B Services,new_visitor,mobile,US Hispanic,high,701.92,9.67,baseline,standard,0,0,0,0,0,36,0,,0.0,0.0,0.754,0.0,-9.67
TX-004714,2024-09-03,2024-09,2024Q3,Afiliados,cold_acquisition,Enterprise,new_visitor,mobile,ES,organic_or_owned,33.12,8.33,baseline,standard,0,0,0,0,0,49,0,,0.0,0.0,0.792,0.0,-8.33
TX-004715,2024-09-03,2024-09,2024Q3,Email,retargeting,B2B Services,known_lead,desktop,CL,organic_or_owned,0.0,0.88,baseline,standard,0,0,0,0,0,45,0,,0.0,0.0,0.757,0.0,-0.88
TX-004716,2024-09-03,2024-09,2024Q3,Webinar,nurture,B2B Services,new_visitor,mobile,CO,organic_or_owned,18.93,6.11,baseline,standard,0,0,0,0,0,56,0,,0.0,0.0,0.811,0.0,-6.11
TX-004717,2024-09-04,2024-09,2024Q3,SEO / Blog,cold_acquisition,Ecommerce,new_visitor,desktop,CO,organic_or_owned,9.65,1.57,baseline,standard,0,0,0,0,0,55,0,,0.0,0.0,0.72,0.0,-1.57
TX-004718,2024-09-04,2024-09,2024Q3,TikTok Ads,evergreen,SMB,new_visitor,desktop,CL,high,407.26,15.18,baseline,standard,0,0,0,0,0,39,0,,0.0,0.0,0.734,0.0,-15.18
TX-004719,2024-09-04,2024-09,2024Q3,SEO / Blog,evergreen,Ecommerce,known_lead,desktop,MX,organic_or_owned,64.7,2.02,baseline,standard,0,0,0,0,0,75,0,,0.0,0.0,0.759,0.0,-2.02
TX-004720,2024-09-04,2024-09,2024Q3,Facebook Ads,nurture,B2B Services,new_visitor,desktop,ES,high,671.54,27.19,baseline,standard,0,0,0,0,0,29,0,,0.0,0.0,0.697,0.0,-27.19
TX-004721,2024-09-04,2024-09,2024Q3,Google Ads,retargeting,SMB,new_visitor,mobile,ES,high,451.99,11.82,baseline,standard,0,0,0,0,0,47,0,,0.0,0.0,0.745,0.0,-11.82
TX-004722,2024-09-04,2024-09,2024Q3,SEO / Blog,evergreen,SMB,known_lead,mobile,US Hispanic,organic_or_owned,0.0,1.23,baseline,standard,0,0,0,0,0,48,0,,0.0,0.0,0.728,0.0,-1.23
TX-004723,2024-09-04,2024-09,2024Q3,Facebook Ads,cold_acquisition,B2B Services,known_lead,desktop,ES,high,697.28,12.04,baseline,standard,0,0,0,0,0,46,0,,0.0,0.0,0.664,0.0,-12.04
TX-004724,2024-09-04,2024-09,2024Q3,Facebook Ads,cold_acquisition,Creator,new_visitor,desktop,ES,high,614.02,16.25,baseline,standard,0,0,0,0,0,43,0,,0.0,0.0,0.688,0.0,-16.25
TX-004725,2024-09-04,2024-09,2024Q3,Afiliados,evergreen,SMB,new_visitor,desktop,ES,organic_or_owned,17.84,6.97,baseline,standard,0,0,0,0,0,48,0,,0.0,0.0,0.711,0.0,-6.97
TX-004726,2024-09-04,2024-09,2024Q3,SEO / Blog,evergreen,Ecommerce,known_lead,desktop,MX,organic_or_owned,0.0,2.63,baseline,standard,0,0,0,0,0,68,0,,0.0,0.0,0.762,0.0,-2.63
TX-004727,2024-09-04,2024-09,2024Q3,Facebook Ads,retargeting,SMB,new_visitor,mobile,AR,high,776.72,17.09,baseline,standard,0,0,0,0,0,32,0,,0.0,0.0,0.732,0.0,-17.09
TX-004728,2024-09-04,2024-09,2024Q3,Email,retargeting,B2B Services,returning_customer,desktop,MX,organic_or_owned,0.0,0.59,baseline,standard,0,0,0,0,0,70,0,,0.0,0.0,0.735,0.0,-0.59
TX-004729,2024-09-04,2024-09,2024Q3,Afiliados,cold_acquisition,Ecommerce,known_lead,desktop,ES,organic_or_owned,48.68,4.46,baseline,standard,0,0,0,0,0,43,0,,0.0,0.0,0.731,0.0,-4.46
TX-004730,2024-09-04,2024-09,2024Q3,SEO / Blog,cold_acquisition,B2B Services,new_visitor,desktop,MX,organic_or_owned,0.0,1.83,baseline,standard,0,0,0,0,0,66,0,,0.0,0.0,0.736,0.0,-1.83
TX-004731,2024-09-04,2024-09,2024Q3,SEO / Blog,evergreen,Creator,returning_customer,desktop,ES,organic_or_owned,49.83,2.12,baseline,standard,0,0,0,0,0,83,0,,0.0,0.0,0.748,0.0,-2.12
TX-004732,2024-09-04,2024-09,2024Q3,SEO / Blog,cold_acquisition,Ecommerce,returning_customer,mobile,CL,organic_or_owned,0.0,1.55,baseline,standard,0,0,0,0,0,48,0,,0.0,0.0,0.791,0.0,-1.55
TX-004733,2024-09-05,2024-09,2024Q3,Google Ads,retargeting,Ecommerce,known_lead,desktop,CO,high,454.08,12.88,baseline,standard,0,0,0,0,0,64,0,,0.0,0.0,0.75,0.0,-12.88
TX-004734,2024-09-05,2024-09,2024Q3,Facebook Ads,evergreen,Enterprise,known_lead,desktop,ES,high,611.58,13.06,baseline,standard,0,0,0,0,0,33,0,,0.0,0.0,0.68,0.0,-13.06
TX-004735,2024-09-05,2024-09,2024Q3,Facebook Ads,retargeting,B2B Services,new_visitor,mobile,MX,high,747.84,19.09,baseline,standard,0,0,0,0,0,52,0,,0.0,0.0,0.692,0.0,-19.09
TX-004736,2024-09-05,2024-09,2024Q3,Google Ads,cold_acquisition,B2B Services,new_visitor,desktop,ES,high,549.46,12.67,baseline,standard,0,0,0,0,0,45,0,,0.0,0.0,0.745,0.0,-12.67
TX-004737,2024-09-05,2024-09,2024Q3,Facebook Ads,launch,Creator,known_lead,desktop,ES,high,763.42,17.82,baseline,standard,0,0,0,0,0,42,0,,0.0,0.0,0.764,0.0,-17.82
TX-004738,2024-09-05,2024-09,2024Q3,Afiliados,retargeting,Enterprise,known_lead,mobile,AR,organic_or_owned,49.51,6.92,baseline,standard,0,0,0,0,0,76,0,,0.0,0.0,0.697,0.0,-6.92
TX-004739,2024-09-05,2024-09,2024Q3,Email,nurture,SMB,new_visitor,tablet,CL,organic_or_owned,38.96,0.5,baseline,standard,0,0,0,0,0,48,0,,0.0,0.0,0.715,0.0,-0.5
TX-004740,2024-09-05,2024-09,2024Q3,Google Ads,cold_acquisition,Ecommerce,new_visitor,desktop,ES,high,462.27,17.32,baseline,standard,0,0,0,0,0,49,0,,0.0,0.0,0.709,0.0,-17.32
TX-004741,2024-09-05,2024-09,2024Q3,Afiliados,cold_acquisition,Ecommerce,returning_customer,desktop,ES,organic_or_owned,17.08,8.56,baseline,standard,0,0,0,0,0,65,0,,0.0,0.0,0.645,0.0,-8.56
TX-004742,2024-09-05,2024-09,2024Q3,Facebook Ads,cold_acquisition,Creator,returning_customer,mobile,MX,high,741.75,15.63,baseline,standard,0,0,0,0,0,43,0,,0.0,0.0,0.754,0.0,-15.63
TX-004743,2024-09-05,2024-09,2024Q3,Facebook Ads,retargeting,Ecommerce,returning_customer,desktop,MX,high,746.37,17.01,baseline,standard,0,0,0,0,0,49,0,,0.0,0.0,0.672,0.0,-17.01
TX-004744,2024-09-05,2024-09,2024Q3,Facebook Ads,cold_acquisition,Creator,known_lead,mobile,MX,high,665.44,17.62,baseline,standard,0,0,0,0,0,52,0,,0.0,0.0,0.733,0.0,-17.62
TX-004745,2024-09-05,2024-09,2024Q3,Facebook Ads,cold_acquisition,SMB,new_visitor,mobile,ES,high,711.08,23.02,baseline,standard,0,0,0,0,0,33,0,,0.0,0.0,0.748,0.0,-23.02
TX-004746,2024-09-05,2024-09,2024Q3,Facebook Ads,cold_acquisition,Creator,new_visitor,tablet,CL,high,738.61,15.22,baseline,standard,0,0,0,0,0,25,0,,0.0,0.0,0.729,0.0,-15.22
TX-004747,2024-09-05,2024-09,2024Q3,Email,launch,Ecommerce,new_visitor,tablet,ES,organic_or_owned,0.0,0.49,baseline,standard,0,0,0,0,0,56,0,,0.0,0.0,0.723,0.0,-0.49
TX-004748,2024-09-05,2024-09,2024Q3,Facebook Ads,evergreen,Ecommerce,known_lead,mobile,ES,high,681.25,19.89,baseline,standard,0,0,0,0,0,46,0,,0.0,0.0,0.681,0.0,-19.89
TX-004749,2024-09-05,2024-09,2024Q3,Afiliados,evergreen,Ecommerce,new_visitor,desktop,MX,organic_or_owned,32.02,7.48,baseline,standard,0,0,0,0,0,49,0,,0.0,0.0,0.679,0.0,-7.48
TX-004750,2024-09-05,2024-09,2024Q3,Email,evergreen,Ecommerce,known_lead,mobile,ES,organic_or_owned,0.0,0.69,baseline,standard,0,0,0,0,0,77,1,6,949.44,949.44,0.732,694.99,672.3
TX-004751,2024-09-06,2024-09,2024Q3,Email,evergreen,Creator,known_lead,mobile,CO,organic_or_owned,0.0,0.53,baseline,standard,0,0,0,0,0,69,0,,0.0,0.0,0.722,0.0,-0.53
TX-004752,2024-09-06,2024-09,2024Q3,Google Ads,launch,B2B Services,returning_customer,tablet,ES,high,559.38,13.26,baseline,standard,0,0,0,0,0,64,0,,0.0,0.0,0.713,0.0,-13.26
TX-004753,2024-09-06,2024-09,2024Q3,Facebook Ads,retargeting,B2B Services,new_visitor,desktop,AR,high,643.0,14.07,baseline,standard,0,0,0,0,0,46,0,,0.0,0.0,0.725,0.0,-14.07
TX-004754,2024-09-06,2024-09,2024Q3,Email,nurture,B2B Services,known_lead,desktop,MX,organic_or_owned,27.28,0.58,baseline,standard,0,0,0,0,0,62,0,,0.0,0.0,0.737,0.0,-0.58
TX-004755,2024-09-06,2024-09,2024Q3,Facebook Ads,cold_acquisition,Ecommerce,new_visitor,desktop,ES,high,625.79,17.92,baseline,standard,0,0,0,0,0,36,0,,0.0,0.0,0.732,0.0,-17.92
TX-004756,2024-09-06,2024-09,2024Q3,Email,nurture,SMB,returning_customer,desktop,ES,organic_or_owned,25.73,0.62,baseline,standard,0,0,0,0,0,73,0,,0.0,0.0,0.77,0.0,-0.62
TX-004757,2024-09-06,2024-09,2024Q3,Google Ads,cold_acquisition,SMB,new_visitor,desktop,AR,high,548.5,13.75,baseline,standard,0,0,0,0,0,50,0,,0.0,0.0,0.727,0.0,-13.75
TX-004758,2024-09-06,2024-09,2024Q3,TikTok Ads,evergreen,Enterprise,known_lead,desktop,ES,high,461.46,10.28,baseline,standard,0,0,0,0,0,62,0,,0.0,0.0,0.678,0.0,-10.28
TX-004759,2024-09-06,2024-09,2024Q3,Google Ads,evergreen,Ecommerce,known_lead,desktop,AR,high,486.49,11.58,baseline,standard,0,0,0,0,0,65,1,12,706.71,706.71,0.75,530.03,496.45
TX-004760,2024-09-06,2024-09,2024Q3,Email,nurture,Enterprise,known_lead,desktop,CL,organic_or_owned,0.0,0.49,baseline,standard,0,0,0,0,0,73,0,,0.0,0.0,0.736,0.0,-0.49
TX-004761,2024-09-06,2024-09,2024Q3,Facebook Ads,retargeting,SMB,new_visitor,desktop,CO,high,737.26,31.62,baseline,standard,0,0,0,0,0,38,0,,0.0,0.0,0.721,0.0,-31.62
TX-004762,2024-09-06,2024-09,2024Q3,Google Ads,cold_acquisition,Creator,known_lead,tablet,ES,high,517.77,12.51,baseline,standard,0,0,0,0,0,64,0,,0.0,0.0,0.725,0.0,-12.51
TX-004763,2024-09-06,2024-09,2024Q3,Google Ads,nurture,B2B Services,new_visitor,desktop,ES,high,442.75,15.24,baseline,standard,0,0,0,0,0,61,0,,0.0,0.0,0.704,0.0,-15.24
TX-004764,2024-09-06,2024-09,2024Q3,Google Ads,cold_acquisition,SMB,new_visitor,desktop,MX,high,391.49,11.46,baseline,standard,0,0,0,0,0,26,0,,0.0,0.0,0.684,0.0,-11.46
TX-004765,2024-09-06,2024-09,2024Q3,Google Ads,nurture,SMB,known_lead,tablet,CO,high,587.98,21.5,baseline,standard,0,0,0,0,0,59,0,,0.0,0.0,0.764,0.0,-21.5
TX-004766,2024-09-06,2024-09,2024Q3,Afiliados,nurture,SMB,known_lead,desktop,ES,organic_or_owned,19.35,9.99,baseline,standard,0,0,0,0,0,59,0,,0.0,0.0,0.741,0.0,-9.99
TX-004767,2024-09-06,2024-09,2024Q3,Webinar,nurture,Ecommerce,new_visitor,desktop,ES,organic_or_owned,0.0,6.93,baseline,standard,0,0,0,0,0,63,0,,0.0,0.0,0.785,0.0,-6.93
TX-004768,2024-09-06,2024-09,2024Q3,TikTok Ads,evergreen,Creator,returning_customer,desktop,CO,high,377.13,8.98,baseline,standard,0,0,0,0,0,39,0,,0.0,0.0,0.714,0.0,-8.98
TX-004769,2024-09-06,2024-09,2024Q3,Google Ads,cold_acquisition,Ecommerce,new_visitor,mobile,US Hispanic,high,500.71,13.85,baseline,standard,0,0,0,0,0,39,0,,0.0,0.0,0.676,0.0,-13.85
TX-004770,2024-09-06,2024-09,2024Q3,SEO / Blog,evergreen,Ecommerce,new_visitor,mobile,MX,organic_or_owned,10.95,1.3,baseline,standard,0,0,0,0,0,39,0,,0.0,0.0,0.827,0.0,-1.3
TX-004771,2024-09-06,2024-09,2024Q3,TikTok Ads,evergreen,B2B Services,new_visitor,desktop,ES,high,398.79,9.07,baseline,standard,0,0,0,0,0,42,0,,0.0,0.0,0.684,0.0,-9.07
TX-004772,2024-09-06,2024-09,2024Q3,Email,launch,B2B Services,new_visitor,desktop,CO,organic_or_owned,2.61,0.63,baseline,standard,0,0,0,0,0,63,0,,0.0,0.0,0.839,0.0,-0.63
TX-004773,2024-09-06,2024-09,2024Q3,Afiliados,cold_acquisition,B2B Services,known_lead,desktop,ES,organic_or_owned,79.99,7.18,baseline,standard,0,0,0,0,0,53,0,,0.0,0.0,0.697,0.0,-7.18
TX-004774,2024-09-06,2024-09,2024Q3,Facebook Ads,nurture,B2B Services,new_visitor,desktop,ES,high,819.35,13.05,baseline,standard,0,0,0,0,0,23,0,,0.0,0.0,0.645,0.0,-13.05
TX-004775,2024-09-06,2024-09,2024Q3,Google Ads,retargeting,B2B Services,new_visitor,mobile,CO,high,418.37,14.65,baseline,standard,0,0,0,0,0,32,0,,0.0,0.0,0.645,0.0,-14.65
TX-004776,2024-09-07,2024-09,2024Q3,SEO / Blog,cold_acquisition,Ecommerce,new_visitor,desktop,US Hispanic,organic_or_owned,11.68,2.44,baseline,standard,0,0,0,0,0,57,0,,0.0,0.0,0.745,0.0,-2.44
TX-004777,2024-09-07,2024-09,2024Q3,TikTok Ads,cold_acquisition,Enterprise,new_visitor,mobile,ES,high,409.91,8.85,baseline,standard,0,0,0,0,0,60,0,,0.0,0.0,0.771,0.0,-8.85
TX-004778,2024-09-07,2024-09,2024Q3,Facebook Ads,cold_acquisition,SMB,new_visitor,desktop,CL,high,692.06,13.21,baseline,standard,0,0,0,0,0,26,0,,0.0,0.0,0.728,0.0,-13.21
TX-004779,2024-09-07,2024-09,2024Q3,Google Ads,nurture,Ecommerce,new_visitor,desktop,AR,high,434.03,12.41,baseline,standard,0,0,0,0,0,26,0,,0.0,0.0,0.683,0.0,-12.41
TX-004780,2024-09-07,2024-09,2024Q3,Facebook Ads,launch,Creator,new_visitor,desktop,MX,high,577.28,18.55,baseline,standard,0,0,0,0,0,40,0,,0.0,0.0,0.711,0.0,-18.55
TX-004781,2024-09-07,2024-09,2024Q3,SEO / Blog,nurture,SMB,known_lead,desktop,ES,organic_or_owned,0.0,1.7,baseline,standard,0,0,0,0,0,63,0,,0.0,0.0,0.76,0.0,-1.7
TX-004782,2024-09-07,2024-09,2024Q3,Facebook Ads,launch,Ecommerce,known_lead,mobile,ES,high,746.01,13.88,baseline,standard,0,0,0,0,0,65,0,,0.0,0.0,0.67,0.0,-13.88
TX-004783,2024-09-07,2024-09,2024Q3,TikTok Ads,evergreen,B2B Services,new_visitor,desktop,MX,high,481.97,20.66,baseline,standard,0,0,0,0,0,46,1,5,1562.96,1562.96,0.65,1015.92,973.26
TX-004784,2024-09-07,2024-09,2024Q3,Email,nurture,B2B Services,known_lead,desktop,ES,organic_or_owned,46.01,0.74,baseline,standard,0,0,0,0,0,85,0,,0.0,0.0,0.732,0.0,-0.74
TX-004785,2024-09-07,2024-09,2024Q3,Facebook Ads,retargeting,Ecommerce,known_lead,desktop,MX,high,616.12,20.78,baseline,standard,0,0,0,0,0,56,0,,0.0,0.0,0.699,0.0,-20.78
TX-004786,2024-09-07,2024-09,2024Q3,Facebook Ads,retargeting,B2B Services,new_visitor,desktop,ES,high,728.3,17.83,baseline,standard,0,0,0,0,0,14,0,,0.0,0.0,0.792,0.0,-17.83
TX-004787,2024-09-07,2024-09,2024Q3,TikTok Ads,evergreen,Ecommerce,returning_customer,desktop,ES,high,399.68,9.73,baseline,standard,0,0,0,0,0,71,0,,0.0,0.0,0.689,0.0,-9.73
TX-004788,2024-09-07,2024-09,2024Q3,Google Ads,nurture,Creator,known_lead,tablet,AR,high,577.35,9.11,baseline,standard,0,0,0,0,0,65,0,,0.0,0.0,0.664,0.0,-9.11
TX-004789,2024-09-07,2024-09,2024Q3,Facebook Ads,launch,B2B Services,new_visitor,mobile,ES,high,746.9,14.0,baseline,standard,0,0,0,0,0,40,0,,0.0,0.0,0.685,0.0,-14.0
TX-004790,2024-09-07,2024-09,2024Q3,Facebook Ads,nurture,Ecommerce,new_visitor,tablet,CO,high,684.04,14.58,baseline,standard,0,0,0,0,0,56,0,,0.0,0.0,0.744,0.0,-14.58
TX-004791,2024-09-07,2024-09,2024Q3,Email,nurture,Enterprise,known_lead,desktop,ES,organic_or_owned,0.0,0.57,baseline,standard,0,0,0,0,0,84,0,,0.0,0.0,0.779,0.0,-0.57
TX-004792,2024-09-07,2024-09,2024Q3,Email,nurture,B2B Services,known_lead,desktop,AR,organic_or_owned,13.86,0.78,baseline,standard,0,0,0,0,0,82,1,3,1405.18,1405.18,0.802,1126.95,1104.17
TX-004793,2024-09-07,2024-09,2024Q3,Google Ads,launch,B2B Services,new_visitor,desktop,AR,high,535.06,10.3,baseline,standard,0,0,0,0,0,61,0,,0.0,0.0,0.769,0.0,-10.3
TX-004794,2024-09-08,2024-09,2024Q3,TikTok Ads,cold_acquisition,Creator,new_visitor,desktop,ES,high,366.39,11.81,baseline,standard,0,0,0,0,0,32,0,,0.0,0.0,0.655,0.0,-11.81
TX-004795,2024-09-08,2024-09,2024Q3,Google Ads,evergreen,Creator,new_visitor,desktop,ES,high,607.05,15.54,baseline,standard,0,0,0,0,0,34,0,,0.0,0.0,0.729,0.0,-15.54
TX-004796,2024-09-08,2024-09,2024Q3,Google Ads,retargeting,Creator,known_lead,desktop,US Hispanic,high,550.05,12.11,baseline,standard,0,0,0,0,0,52,0,,0.0,0.0,0.732,0.0,-12.11
TX-004797,2024-09-08,2024-09,2024Q3,Google Ads,cold_acquisition,Creator,new_visitor,desktop,MX,high,475.49,20.19,baseline,standard,0,0,0,0,0,61,0,,0.0,0.0,0.726,0.0,-20.19
TX-004798,2024-09-08,2024-09,2024Q3,Facebook Ads,retargeting,B2B Services,new_visitor,desktop,ES,high,705.82,21.28,baseline,standard,0,0,0,0,0,43,0,,0.0,0.0,0.759,0.0,-21.28
TX-004799,2024-09-08,2024-09,2024Q3,Email,nurture,Ecommerce,new_visitor,mobile,MX,organic_or_owned,47.04,0.69,baseline,standard,0,0,0,0,0,67,0,,0.0,0.0,0.739,0.0,-0.69
TX-004800,2024-09-08,2024-09,2024Q3,Email,nurture,B2B Services,new_visitor,mobile,ES,organic_or_owned,1.28,0.62,baseline,standard,0,0,0,0,0,64,0,,0.0,0.0,0.813,0.0,-0.62
TX-004801,2024-09-08,2024-09,2024Q3,Facebook Ads,nurture,B2B Services,new_visitor,desktop,MX,high,774.78,15.93,baseline,standard,0,0,0,0,0,46,0,,0.0,0.0,0.746,0.0,-15.93
TX-004802,2024-09-08,2024-09,2024Q3,SEO / Blog,evergreen,SMB,known_lead,desktop,ES,organic_or_owned,2.4,1.66,baseline,standard,0,0,0,0,0,79,1,0,630.56,630.56,0.784,494.36,470.7
TX-004803,2024-09-08,2024-09,2024Q3,Google Ads,retargeting,SMB,new_visitor,desktop,ES,high,568.67,13.61,baseline,standard,0,0,0,0,0,42,1,9,798.18,798.18,0.731,583.47,547.86
TX-004804,2024-09-08,2024-09,2024Q3,TikTok Ads,nurture,Creator,new_visitor,desktop,AR,high,418.34,9.64,baseline,standard,0,0,0,0,0,44,0,,0.0,0.0,0.735,0.0,-9.64
TX-004805,2024-09-08,2024-09,2024Q3,Webinar,nurture,Enterprise,new_visitor,desktop,CO,organic_or_owned,0.0,5.86,baseline,standard,0,0,0,0,0,67,1,7,1469.26,1469.26,0.777,1141.62,1113.76
